id,category,condition,gold_action,gold_answer,pred_action,pred_answer,correct
scope-0077,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0077,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0078,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0078,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0078,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0079,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0079,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0079,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0080,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0080,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0080,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0081,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0081,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0081,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0082,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0082,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0082,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0083,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0083,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0083,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0084,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0084,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0084,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0085,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0085,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0085,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0086,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0086,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0086,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0087,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0087,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0087,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0088,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0088,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0088,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0089,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0089,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0089,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0090,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0090,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0090,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0091,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0091,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0091,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0092,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0092,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0092,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0093,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0093,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0093,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0094,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0094,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0094,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0095,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0095,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0095,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0096,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0096,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0096,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0097,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0097,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0097,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0098,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0098,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0098,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0099,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0099,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0099,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0100,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0100,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0100,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0101,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0101,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0101,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0102,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0102,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0102,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0103,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0103,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0103,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0104,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0104,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0104,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0105,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0105,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0105,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0106,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0106,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0106,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0107,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0107,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0107,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0108,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0108,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0108,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0109,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0109,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0109,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0110,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0110,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0110,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0111,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0111,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0111,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0112,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0112,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0112,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0113,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0113,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0113,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0114,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0114,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0114,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0115,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0115,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0115,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0116,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0116,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0116,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0117,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0117,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0117,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0118,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0118,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0118,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0119,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0119,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0119,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0120,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0120,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0120,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0121,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0121,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0121,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0122,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0122,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0122,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0123,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0123,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0123,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0124,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0124,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0124,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0125,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0125,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0125,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0126,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0126,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0126,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0127,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0127,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0127,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0128,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0128,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0128,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0129,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0129,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0129,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0130,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0130,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0130,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0131,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0131,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0131,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0132,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0132,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0132,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0133,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0133,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0133,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0134,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0134,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0134,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0135,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0135,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0135,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0136,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0136,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0136,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0137,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0137,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0137,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0138,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0138,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0138,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0139,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0139,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0139,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0140,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0140,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0140,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0141,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0141,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0141,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0142,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0142,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0142,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0143,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0143,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0143,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0144,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0144,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0144,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0145,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0145,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0145,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0146,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0146,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0146,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0147,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0147,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0147,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0148,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0148,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0148,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0149,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0149,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0149,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0150,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0150,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0150,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0151,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0151,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0151,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0152,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0152,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0152,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0153,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0153,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0153,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0154,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0154,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0154,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0155,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0155,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0155,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0156,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0156,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0156,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0157,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0157,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0157,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0158,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0158,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0158,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0159,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0159,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0159,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0160,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0160,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0160,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0161,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0161,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0161,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0162,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0162,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0162,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0163,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0163,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0163,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0164,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0164,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0164,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0165,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0165,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0165,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0166,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0166,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0166,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0167,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0167,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0167,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0168,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0168,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0168,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0169,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0169,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0169,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0170,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0170,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0170,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0171,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0171,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0171,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0172,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0172,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0172,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0173,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0173,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0173,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0174,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0174,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0174,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0175,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0175,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0175,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0176,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0176,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0176,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0177,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0177,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0177,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0178,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0178,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0178,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0179,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0179,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0179,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0180,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0180,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0180,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0181,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0181,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0181,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0182,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0182,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0182,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0183,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0183,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0183,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0184,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0184,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0184,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0185,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0185,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0185,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0186,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0186,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0186,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0187,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0187,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0187,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0188,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0188,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0188,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0189,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0189,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0189,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0190,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0190,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0190,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0191,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0191,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0191,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0192,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0192,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0192,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0193,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0193,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0193,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0194,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0194,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0194,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0195,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0195,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0195,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0196,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0196,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0196,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0197,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0197,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0197,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0198,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0198,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0198,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0199,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0199,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0199,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0200,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0200,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0200,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0201,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0201,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0201,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0202,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0202,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0202,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0203,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0203,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0203,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0204,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0204,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0204,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0205,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0205,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0205,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0206,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0206,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0206,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0207,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0207,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0207,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0208,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0208,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0208,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0209,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0209,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0209,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0210,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0210,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0210,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0211,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0211,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0211,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0212,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0212,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0212,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0213,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0213,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0213,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0214,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0214,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0214,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0215,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0215,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0215,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
scope-0216,scope,gold_state,ANSWER,no,ANSWER,no,1
scope-0216,scope,predicted_state,ANSWER,no,ANSWER,no,1
scope-0216,scope,corrupted_state,ANSWER,no,ANSWER,yes,0
